2021-02-05/23:10:27		 wafer_13012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:00		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:01		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:01		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:01		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:01		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:01		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:01		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:01		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:02		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:02		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:02		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:03		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:03		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:03		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:04		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:04		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:04		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:04		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:05		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:05		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:05		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:05		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:05		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:06		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:06		 wafer_23012020_041211.csv: File loaded successfully!!
2021-02-14/14:12:06		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:06		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:06		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:07		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:07		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:07		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:07		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:08		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:08		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:08		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:09		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:09		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:09		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:09		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:10		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:10		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:11		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:12		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:13		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:14		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:14		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:15		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:15		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:15		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:16		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:16		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:17		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:17		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:18		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:18		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:18		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:18		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:19		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:19		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:19		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:20		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:20		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:21		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:21		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:21		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:21		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:22		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:22		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:22		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:22		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:22		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:23		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:23		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:23		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:23		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:23		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:24		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:24		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:24		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:24		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:25		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:25		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:25		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:25		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:25		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:26		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:26		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:26		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:26		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:26		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:27		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:27		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:27		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:27		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:28		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:28		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:28		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:29		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:29		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:29		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:29		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:30		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:30		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:31		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:31		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:31		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:31		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:32		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:32		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:32		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:32		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:32		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:33		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:33		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:33		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:34		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:34		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:35		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:35		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:35		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:35		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:36		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:36		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:36		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:37		 wafer_27012020_080911.csv: File loaded successfully!!
2021-02-14/14:12:37		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:37		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:37		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:37		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:38		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:38		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:38		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:38		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:38		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:38		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:39		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:39		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:39		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:39		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:40		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:40		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:40		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:40		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:40		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:40		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:41		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:41		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:41		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:41		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:42		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:42		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:42		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:42		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:42		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:43		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:43		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:44		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:44		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:44		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:45		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:45		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:46		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:46		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:46		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:47		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:47		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:47		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:47		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:48		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:48		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:48		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:48		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:48		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:49		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:49		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:49		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:49		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:49		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:49		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:50		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:50		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:50		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:50		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:50		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:50		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:51		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:51		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:51		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:51		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:51		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:51		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:52		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:52		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:52		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:52		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:52		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:52		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:53		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:54		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:54		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:54		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:54		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:54		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:55		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:55		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:55		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:56		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:56		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:56		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:56		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:56		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:57		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:57		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:57		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:57		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:57		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:57		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:58		 wafer_28012020_090817.csv: File loaded successfully!!
2021-02-14/14:12:58		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:12:58		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:12:58		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:12:59		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:12:59		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:12:59		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:12:59		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:12:59		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:00		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:00		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:00		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:00		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:01		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:01		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:01		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:01		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:02		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:02		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:02		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:02		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:03		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:03		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:03		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:03		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:03		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:04		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:04		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:04		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:04		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:05		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:05		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:06		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:06		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:07		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:07		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:07		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:08		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:08		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:09		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:09		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:10		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:10		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:11		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:12		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:12		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:13		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:13		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:14		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:15		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:16		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:17		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:18		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:18		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:19		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:20		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:20		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:21		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:21		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:22		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:23		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:24		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:24		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:25		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:25		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:26		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:26		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:27		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:28		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:28		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:29		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:30		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:30		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:30		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:31		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:31		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:32		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:32		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:33		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:33		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:34		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:34		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:35		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:36		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:37		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:37		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:37		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:38		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:39		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:39		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:39		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:40		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:40		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:40		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:41		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:41		 wafer_28042020_031911.csv: File loaded successfully!!
2021-02-14/14:13:41		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:42		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:42		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:42		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:42		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:42		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:43		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:43		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:43		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:44		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:44		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:44		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:44		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:44		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:44		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:45		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:45		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:45		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:45		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:45		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:45		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:46		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:46		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:46		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:47		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:47		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:47		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:47		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:47		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:48		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:48		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:48		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:48		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:48		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:48		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:49		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:49		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:49		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:49		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:50		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:50		 wafer_29012020_050617.csv: File loaded successfully!!
2021-02-14/14:13:50		 wafer_29012020_050617.csv: File loaded successfully!!
